Resource,Field,StandardName,DisplayName,Group,DataType,MaxLength,MaxPrecision,Synonyms,FieldStatus,BEDES,Lookup,LookupStatus,PropertyTypes,Payloads,SpanishName,FrenchCanadianName,StatusChangeDate,RevisionDate,AddedInVersion,SourceResource,OrgPct,OrgAdopted,OrgTotal,SourceUrl,FetchedAt
Property,BuildingAreaTotal,BuildingAreaTotal,Building Area Total,Structure,Number,14,2,,Active,"Interval Measure = ""Total""Premises Level = ""Building""Area = [value]",,,"RESI , RLSE , RINC , MOBI , FARM , COMS , COML",,Área Total de Construcción,Superficie totale en construction,12/26/2018,6/17/2021,,,88,304,344,https://dd.reso.org/DD2.0/Property/BuildingAreaTotal/,2026-05-04T15:53:11Z
Property,BuildingAreaUnits,BuildingAreaUnits,Building Area Units,Structure,"String List, Single",25,,,Active,,AreaUnits,Open with Enumerations,"RESI , RLSE , RINC , MOBI , FARM , COMS , COML",,Unidades de Área de Construcción,Unité de mesure de la superficie en construction,6/21/2016,6/17/2021,,,40,138,344,https://dd.reso.org/DD2.0/Property/BuildingAreaUnits/,2026-05-04T15:53:11Z
Property,BuildingFeatures,BuildingFeatures,Building Features,Structure,"String List, Multi",1024,,,Active,,BuildingFeatures,Open,"COMS , COML",,Características de Construcción,Caractéristiques du bâtiment,12/26/2018,6/17/2021,,,62,212,344,https://dd.reso.org/DD2.0/Property/BuildingFeatures/,2026-05-04T15:53:11Z
Property,BuildingName,BuildingName,Building Name,Structure,String,50,,,Active,"Premises Level = ""Building""Identifier Label = ""Name""Identifier = [value]",,,"COMS , COML",,Nombre de Edificio,Nom du bâtiment,7/3/2014,6/17/2021,,,26,88,344,https://dd.reso.org/DD2.0/Property/BuildingName/,2026-05-04T15:53:11Z
Property,BusinessName,BusinessName,Business Name,Business,String,255,,,Active,"Contact Label = ""Business""Company Name = [value]",,,BUSO,,Nombre de Negocio,Nom de l’entreprise,7/21/2015,6/17/2021,,,45,155,344,https://dd.reso.org/DD2.0/Property/BusinessName/,2026-05-04T15:53:11Z
Property,BusinessType,BusinessType,Business Type,Business,"String List, Multi",1024,,,Active,"Contact Label = ""Business"" Occupancy Classification = [value]",BusinessType,Open with Enumerations,"COMS , COML , BUSO",,Tipo de Negocio,Type d’entreprise,12/26/2018,6/17/2021,,,67,232,344,https://dd.reso.org/DD2.0/Property/BusinessType/,2026-05-04T15:53:11Z
Property,BuyerAgent,BuyerAgent,Buyer Agent,"Listing, AgentOffice, BuyerAgent",Resource,,,,Active,,,,,OM,,,1/7/2022,2/10/2022,1.7.0,Member,,,,https://dd.reso.org/DD2.0/Property/BuyerAgent/,2026-05-04T15:53:11Z
Property,BuyerAgentAOR,BuyerAgentAOR,Buyer Agent AOR,"Listing, AgentOffice, BuyerAgent","String List, Single",50,,BuyerMemberAOR,Active,,AOR,Open,"RESI , RLSE , RINC , LAND , MOBI , FARM , COMS , COML , BUSO",,Agente Comprandor de AOR,Chambre/association immobilière du courtier ou agent de l’acheteur,8/9/2017,6/17/2021,,,21,71,344,https://dd.reso.org/DD2.0/Property/BuyerAgentAOR/,2026-05-04T15:53:11Z
Property,BuyerAgentDesignation,BuyerAgentDesignation,Buyer Agent Designation,"Listing, AgentOffice, BuyerAgent","String List, Multi",50,,BuyerMemberDesignation,Active,,BuyerAgentDesignation,Open with Enumerations,"RESI , RLSE , RINC , LAND , MOBI , FARM , COMS , COML , BUSO",,Denominación de Agente Comprador,Titre du courtier ou agent de l’acheteur,8/9/2017,3/27/2026,,,30,104,344,https://dd.reso.org/DD2.0/Property/BuyerAgentDesignation/,2026-05-04T15:53:11Z
Property,BuyerAgentDirectPhone,BuyerAgentDirectPhone,Buyer Agent Direct Phone,"Listing, AgentOffice, BuyerAgent",String,16,,BuyerMemberDirectPhone,Active,,,,"RESI , RLSE , RINC , LAND , MOBI , FARM , COMS , COML , BUSO",OM,Teléfono Directo de Agente Comprador,Numéro de téléphone direct du courtier ou agent de l’acheteur,8/9/2017,6/17/2021,,,53,182,344,https://dd.reso.org/DD2.0/Property/BuyerAgentDirectPhone/,2026-05-04T15:53:11Z
Property,BuyerAgentEmail,BuyerAgentEmail,Buyer Agent Email,"Listing, AgentOffice, BuyerAgent",String,80,,BuyerMemberEmail,Active,,,,"RESI , RLSE , RINC , LAND , MOBI , FARM , COMS , COML , BUSO",OM,Email de Agente Comprador,Courriel du courtier ou agent de l’acheteur,8/9/2017,6/17/2021,,,81,279,344,https://dd.reso.org/DD2.0/Property/BuyerAgentEmail/,2026-05-04T15:53:11Z
Property,BuyerAgentFax,BuyerAgentFax,Buyer Agent Fax,"Listing, AgentOffice, BuyerAgent",String,16,,BuyerMemberFax,Active,,,,"RESI , RLSE , RINC , LAND , MOBI , FARM , COMS , COML , BUSO",OM,Fax de Agente Comprador,Numéro de télécopieur du courtier ou agent de l’acheteur,8/9/2017,6/17/2021,,,43,149,344,https://dd.reso.org/DD2.0/Property/BuyerAgentFax/,2026-05-04T15:53:11Z
Property,BuyerAgentFirstName,BuyerAgentFirstName,Buyer Agent First Name,"Listing, AgentOffice, BuyerAgent",String,50,,BuyerMemberFirstName,Active,,,,"RESI , RLSE , RINC , LAND , MOBI , FARM , COMS , COML , BUSO","IDX , OM",Nombre de Agente Comprador,Prénom du courtier ou agent de l’acheteur,12/26/2018,6/17/2021,,,81,277,344,https://dd.reso.org/DD2.0/Property/BuyerAgentFirstName/,2026-05-04T15:53:12Z
Property,BuyerAgentFullName,BuyerAgentFullName,Buyer Agent Full Name,"Listing, AgentOffice, BuyerAgent",String,150,,BuyerMemberFullName,Active,,,,"RESI , RLSE , RINC , LAND , MOBI , FARM , COMS , COML , BUSO","IDX , OM",Nombre Completo de Agente Comprador,Nom complet du courtier ou agent de l’acheteur,12/26/2018,6/17/2021,,,81,280,344,https://dd.reso.org/DD2.0/Property/BuyerAgentFullName/,2026-05-04T15:53:12Z
Property,BuyerAgentHomePhone,BuyerAgentHomePhone,Buyer Agent Home Phone,"Listing, AgentOffice, BuyerAgent",String,16,,BuyerMemberHomePhone,Active,,,,"RESI , RLSE , RINC , LAND , MOBI , FARM , COMS , COML , BUSO",OM,Teléfono de Casa de Agente Comprador,Numéro de téléphone du domicile du courtier ou agent de l’acheteur,8/9/2017,6/17/2021,,,35,119,344,https://dd.reso.org/DD2.0/Property/BuyerAgentHomePhone/,2026-05-04T15:53:12Z
Property,BuyerAgentKey,BuyerAgentKey,Buyer Agent Key,"Listing, AgentOffice, BuyerAgent",String,255,,BuyerMemberKey,Active,,,,"RESI , RLSE , RINC , LAND , MOBI , FARM , COMS , COML , BUSO",OM,Clave de Agente Comprador,Clé du courtier ou agent de l’acheteur,8/9/2017,6/17/2021,,,70,241,344,https://dd.reso.org/DD2.0/Property/BuyerAgentKey/,2026-05-04T15:53:12Z
Property,BuyerAgentLastName,BuyerAgentLastName,Buyer Agent Last Name,"Listing, AgentOffice, BuyerAgent",String,50,,BuyerMemberLastName,Active,,,,"RESI , RLSE , RINC , LAND , MOBI , FARM , COMS , COML , BUSO","IDX , OM",Apellido de Agente Comprador,Nom de famille du courtier ou agent de l’acheteur,12/26/2018,6/17/2021,,,80,276,344,https://dd.reso.org/DD2.0/Property/BuyerAgentLastName/,2026-05-04T15:53:12Z
Property,BuyerAgentMiddleName,BuyerAgentMiddleName,Buyer Agent Middle Name,"Listing, AgentOffice, BuyerAgent",String,50,,BuyerMemberMiddleName,Active,,,,"RESI , RLSE , RINC , LAND , MOBI , FARM , COMS , COML , BUSO",OM,Segundo Nombre de Agente Comprador,Deuxième prénom du courtier ou agent de l’acheteur,8/9/2017,6/17/2021,,,58,199,344,https://dd.reso.org/DD2.0/Property/BuyerAgentMiddleName/,2026-05-04T15:53:12Z
Property,BuyerAgentMlsId,BuyerAgentMlsId,Buyer Agent MLS ID,"Listing, AgentOffice, BuyerAgent",String,25,,BuyerMemberMlsId,Active,,,,"RESI , RLSE , RINC , LAND , MOBI , FARM , COMS , COML , BUSO","IDX , OM",ID de MLS de Agente Comprador,ID MLS du courtier ou agent de l’acheteur,12/26/2018,6/17/2021,,,88,301,344,https://dd.reso.org/DD2.0/Property/BuyerAgentMlsId/,2026-05-04T15:53:12Z
Property,BuyerAgentMobilePhone,BuyerAgentMobilePhone,Buyer Agent Mobile Phone,"Listing, AgentOffice, BuyerAgent",String,16,,BuyerMemberMobilePhone,Active,,,,"RESI , RLSE , RINC , LAND , MOBI , FARM , COMS , COML , BUSO",OM,Teléfono Móvil de Agente Comprador,Numéro de cellulaire du courtier ou agent de l’acheteur,8/9/2017,6/17/2021,,,53,183,344,https://dd.reso.org/DD2.0/Property/BuyerAgentMobilePhone/,2026-05-04T15:53:12Z
Property,BuyerAgentNamePrefix,BuyerAgentNamePrefix,Buyer Agent Name Prefix,"Listing, AgentOffice, BuyerAgent",String,10,,BuyerMemberNamePrefix,Active,,,,"RESI , RLSE , RINC , LAND , MOBI , FARM , COMS , COML , BUSO",OM,Prefijo de Agente Comprador,Titre de civilité du courtier ou agent de l’acheteur,8/9/2017,6/17/2021,,,0,1,344,https://dd.reso.org/DD2.0/Property/BuyerAgentNamePrefix/,2026-05-04T15:53:12Z
Property,BuyerAgentNameSuffix,BuyerAgentNameSuffix,Buyer Agent Name Suffix,"Listing, AgentOffice, BuyerAgent",String,10,,BuyerMemberNameSuffix,Active,,,,"RESI , RLSE , RINC , LAND , MOBI , FARM , COMS , COML , BUSO",OM,Sufijo de Agente Comprador,Suffixe du courtier ou agent de l’acheteur,8/9/2017,6/17/2021,,,1,2,344,https://dd.reso.org/DD2.0/Property/BuyerAgentNameSuffix/,2026-05-04T15:53:12Z
Property,BuyerAgentNationalAssociationId,BuyerAgentNationalAssociationId,Buyer Agent National Association ID,"Listing, AgentOffice, BuyerAgent",String,25,,,Active,,,,"RESI , RLSE , RINC , LAND , MOBI , FARM , COMS , COML , BUSO",OM,,,1/17/2020,1/17/2020,2.0.0,,1,3,344,https://dd.reso.org/DD2.0/Property/BuyerAgentNationalAssociationId/,2026-05-04T15:53:12Z
Property,BuyerAgentOfficePhone,BuyerAgentOfficePhone,Buyer Agent Office Phone,"Listing, AgentOffice, BuyerAgent",String,16,,BuyerMemberOfficePhone,Active,,,,"RESI , RLSE , RINC , LAND , MOBI , FARM , COMS , COML , BUSO",OM,Teléfono de Despacho de Agente Comprador,Numéro de téléphone du bureau du courtier ou agent de l’acheteur,8/9/2017,6/17/2021,,,61,209,344,https://dd.reso.org/DD2.0/Property/BuyerAgentOfficePhone/,2026-05-04T15:53:12Z
Property,BuyerAgentOfficePhoneExt,BuyerAgentOfficePhoneExt,Buyer Agent Office Phone Ext,"Listing, AgentOffice, BuyerAgent",String,10,,BuyerMemberOfficePhoneExt,Active,,,,"RESI , RLSE , RINC , LAND , MOBI , FARM , COMS , COML , BUSO",OM,Extensión Telefónica de Agente Comprador,Poste téléphonique du bureau du courtier ou agent de l’acheteur,8/9/2017,6/17/2021,,,34,117,344,https://dd.reso.org/DD2.0/Property/BuyerAgentOfficePhoneExt/,2026-05-04T15:53:12Z
Property,BuyerAgentPager,BuyerAgentPager,Buyer Agent Pager,"Listing, AgentOffice, BuyerAgent",String,16,,BuyerMemberPager,Active,,,,"RESI , RLSE , RINC , LAND , MOBI , FARM , COMS , COML , BUSO",OM,Buscapersonas de Agente Comprador,Numéro de pagette du courtier ou agent de l’acheteur,8/9/2017,6/17/2021,,,18,61,344,https://dd.reso.org/DD2.0/Property/BuyerAgentPager/,2026-05-04T15:53:12Z
Property,BuyerAgentPreferredPhone,BuyerAgentPreferredPhone,Buyer Agent Preferred Phone,"Listing, AgentOffice, BuyerAgent",String,16,,BuyerMemberPreferredPhone,Active,,,,"RESI , RLSE , RINC , LAND , MOBI , FARM , COMS , COML , BUSO",OM,Teléfono Preferido de Agente Comprador,Numéro de téléphone préféré du courtier ou agent de l’acheteur,8/9/2017,6/17/2021,,,72,247,344,https://dd.reso.org/DD2.0/Property/BuyerAgentPreferredPhone/,2026-05-04T15:53:12Z
Property,BuyerAgentPreferredPhoneExt,BuyerAgentPreferredPhoneExt,Buyer Agent Preferred Phone Ext,"Listing, AgentOffice, BuyerAgent",String,10,,BuyerMemberPreferredPhoneExt,Active,,,,"RESI , RLSE , RINC , LAND , MOBI , FARM , COMS , COML , BUSO",OM,Extensión de Teléfono Preferido de Agente Comprador,Poste téléphonique préféré du courtier ou agent de l’acheteur,8/9/2017,6/17/2021,,,30,104,344,https://dd.reso.org/DD2.0/Property/BuyerAgentPreferredPhoneExt/,2026-05-04T15:53:12Z
Property,BuyerAgentStateLicense,BuyerAgentStateLicense,Buyer Agent State License,"Listing, AgentOffice, BuyerAgent",String,50,,BuyerMemberStateLicense,Active,,,,"RESI , RLSE , RINC , LAND , MOBI , FARM , COMS , COML , BUSO",OM,Licencia Estatal de Agente Comprador,Permis délivré par l’état du courtier ou agent de l’acheteur,12/26/2018,6/17/2021,,,54,185,344,https://dd.reso.org/DD2.0/Property/BuyerAgentStateLicense/,2026-05-04T15:53:12Z
Property,BuyerAgentTollFreePhone,BuyerAgentTollFreePhone,Buyer Agent Toll Free Phone,"Listing, AgentOffice, BuyerAgent",String,16,,BuyerMemberTollFreePhone,Active,,,,"RESI , RLSE , RINC , LAND , MOBI , FARM , COMS , COML , BUSO",OM,Teléfono Gratuito de Agente Comprador,Numéro de téléphone sans frais du courtier ou agent de l’acheteur,8/9/2017,6/17/2021,,,25,87,344,https://dd.reso.org/DD2.0/Property/BuyerAgentTollFreePhone/,2026-05-04T15:53:12Z
Property,BuyerAgentURL,BuyerAgentURL,Buyer Agent URL,"Listing, AgentOffice, BuyerAgent",String,8000,,BuyerMemberURL,Active,,,,"RESI , RLSE , RINC , LAND , MOBI , FARM , COMS , COML , BUSO",,URL de Agente Comprador,URL du site Web du courtier ou agent de l’acheteur,8/9/2017,6/17/2021,,,72,248,344,https://dd.reso.org/DD2.0/Property/BuyerAgentURL/,2026-05-04T15:53:12Z
Property,BuyerAgentVoiceMail,BuyerAgentVoiceMail,Buyer Agent Voice Mail,"Listing, AgentOffice, BuyerAgent",String,16,,BuyerMembervoiceMail,Active,,,,"RESI , RLSE , RINC , LAND , MOBI , FARM , COMS , COML , BUSO",OM,Buzón de Voz de Agente Comprador,Messagerie vocale du courtier ou agent de l’acheteur,8/9/2017,6/17/2021,,,15,50,344,https://dd.reso.org/DD2.0/Property/BuyerAgentVoiceMail/,2026-05-04T15:53:12Z
Property,BuyerAgentVoiceMailExt,BuyerAgentVoiceMailExt,Buyer Agent Voice Mail Ext,"Listing, AgentOffice, BuyerAgent",String,10,,BuyerMemberVoiceMailExt,Active,,,,"RESI , RLSE , RINC , LAND , MOBI , FARM , COMS , COML , BUSO",OM,Ext de Buzón de Voz de Agente Comprador,Poste de la messagerie vocale du courtier ou agent de l’acheteur,8/9/2017,6/17/2021,,,3,9,344,https://dd.reso.org/DD2.0/Property/BuyerAgentVoiceMailExt/,2026-05-04T15:53:12Z
Property,BuyerBrokerageCompensation,BuyerBrokerageCompensation,Buyer Brokerage Compensation,"Listing, Compensation",String,25,,"SOComp, SellingOfficeCompensation, BuyerBrokerCompensation, SOC, Commission, BuyerAgencyCompensation",Active,,,,"RESI , RLSE , RINC , LAND , MOBI , FARM , COMS , COML , BUSO",OM,,,2/20/2020,2/20/2020,2.0.0,,5,16,344,https://dd.reso.org/DD2.0/Property/BuyerBrokerageCompensation/,2026-05-04T15:53:12Z
Property,BuyerBrokerageCompensationType,BuyerBrokerageCompensationType,Buyer Brokerage Compensation Type,"Listing, Compensation","String List, Single",25,,"SOCompType, SellingOfficeCompensationType, BuyerBrokerCompensationType, SOCType, CommissionType, BuyerAgencyCompensationType",Active,,CompensationType,Open with Enumerations,"RESI , RLSE , RINC , LAND , MOBI , FARM , COMS , COML , BUSO",OM,,,2/20/2020,2/20/2020,2.0.0,,3,10,344,https://dd.reso.org/DD2.0/Property/BuyerBrokerageCompensationType/,2026-05-04T15:53:12Z
Property,BuyerFinancing,BuyerFinancing,Buyer Financing,"Listing, Closing","String List, Multi",1024,,,Active,,BuyerFinancing,Open with Enumerations,"RESI , RLSE , RINC , LAND , MOBI , FARM , COMS , COML , BUSO",OM,Financiamiento de Comprador,Financement de l’acheteur,11/9/2011,6/17/2021,,,53,181,344,https://dd.reso.org/DD2.0/Property/BuyerFinancing/,2026-05-04T15:53:12Z
Property,BuyerOffice,BuyerOffice,Buyer Office,"Listing, AgentOffice, BuyerAgent",Resource,,,,Active,,,,,OM,,,1/8/2022,2/10/2022,1.7.0,Office,,,,https://dd.reso.org/DD2.0/Property/BuyerOffice/,2026-05-04T15:53:13Z
Property,BuyerOfficeAOR,BuyerOfficeAOR,Buyer Office AOR,"Listing, AgentOffice, BuyerOffice","String List, Single",50,,,Active,,AOR,Open,"RESI , RLSE , RINC , LAND , MOBI , FARM , COMS , COML , BUSO",OM,Despacho de Comprador de AOR,Chambre/association immobilière du bureau du courtier ou agent de l’acheteur,4/20/2012,6/17/2021,,,24,81,344,https://dd.reso.org/DD2.0/Property/BuyerOfficeAOR/,2026-05-04T15:53:13Z
Property,BuyerOfficeEmail,BuyerOfficeEmail,Buyer Office Email,"Listing, AgentOffice, BuyerOffice",String,80,,,Active,,,,"RESI , RLSE , RINC , LAND , MOBI , FARM , COMS , COML , BUSO",OM,Email de Despacho de Comprador,Courriel du bureau du courtier ou agent de l’acheteur,11/9/2011,6/17/2021,,,79,271,344,https://dd.reso.org/DD2.0/Property/BuyerOfficeEmail/,2026-05-04T15:53:13Z
Property,BuyerOfficeFax,BuyerOfficeFax,Buyer Office Fax,"Listing, AgentOffice, BuyerOffice",String,16,,,Active,,,,"RESI , RLSE , RINC , LAND , MOBI , FARM , COMS , COML , BUSO",OM,Fax de Despacho de Comprador,Numéro de télécopieur du bureau du courtier ou agent de l’acheteur,11/9/2011,6/17/2021,,,55,189,344,https://dd.reso.org/DD2.0/Property/BuyerOfficeFax/,2026-05-04T15:53:13Z
Property,BuyerOfficeKey,BuyerOfficeKey,Buyer Office Key,"Listing, AgentOffice, BuyerOffice",String,255,,,Active,,,,"RESI , RLSE , RINC , LAND , MOBI , FARM , COMS , COML , BUSO",OM,Clave de Despacho de Comprador,Clé du bureau du courtier ou agent de l’acheteur,7/21/2015,6/17/2021,,,84,288,344,https://dd.reso.org/DD2.0/Property/BuyerOfficeKey/,2026-05-04T15:53:13Z
Property,BuyerOfficeMlsId,BuyerOfficeMlsId,Buyer Office MLS ID,"Listing, AgentOffice, BuyerOffice",String,25,,,Active,,,,"RESI , RLSE , RINC , LAND , MOBI , FARM , COMS , COML , BUSO","IDX , OM",ID de MLS de Despacho de Comprador,ID MLS du bureau du courtier ou agent de l’acheteur,12/26/2018,6/17/2021,,,91,314,344,https://dd.reso.org/DD2.0/Property/BuyerOfficeMlsId/,2026-05-04T15:53:13Z
Property,BuyerOfficeName,BuyerOfficeName,Buyer Office Name,"Listing, AgentOffice, BuyerOffice",String,255,,,Active,,,,"RESI , RLSE , RINC , LAND , MOBI , FARM , COMS , COML , BUSO","IDX , OM",Nombre de Despacho de Comprador,Nom du bureau du courtier ou agent de l’acheteur,12/26/2018,6/17/2021,,,90,309,344,https://dd.reso.org/DD2.0/Property/BuyerOfficeName/,2026-05-04T15:53:13Z
Property,BuyerOfficeNationalAssociationId,BuyerOfficeNationalAssociationId,Buyer Office National Association ID,"Listing, AgentOffice, BuyerOffice",String,25,,,Active,,,,"RESI , RLSE , RINC , LAND , MOBI , FARM , COMS , COML , BUSO",OM,,,1/17/2020,1/17/2020,2.0.0,,1,3,344,https://dd.reso.org/DD2.0/Property/BuyerOfficeNationalAssociationId/,2026-05-04T15:53:13Z
Property,BuyerOfficePhone,BuyerOfficePhone,Buyer Office Phone,"Listing, AgentOffice, BuyerOffice",String,16,,,Active,,,,"RESI , RLSE , RINC , LAND , MOBI , FARM , COMS , COML , BUSO",OM,Teléfono de Despacho de Comprador,Numéro de téléphone du bureau du courtier ou agent de l’acheteur,11/9/2011,6/17/2021,,,81,279,344,https://dd.reso.org/DD2.0/Property/BuyerOfficePhone/,2026-05-04T15:53:13Z
Property,BuyerOfficePhoneExt,BuyerOfficePhoneExt,Buyer Office Phone Ext,"Listing, AgentOffice, BuyerOffice",String,10,,,Active,,,,"RESI , RLSE , RINC , LAND , MOBI , FARM , COMS , COML , BUSO",OM,Extensión de Despacho de Comprador,Poste téléphonique du bureau du courtier ou agent de l’acheteur,7/21/2015,6/17/2021,,,18,63,344,https://dd.reso.org/DD2.0/Property/BuyerOfficePhoneExt/,2026-05-04T15:53:13Z
Property,BuyerOfficeURL,BuyerOfficeURL,Buyer Office URL,"Listing, AgentOffice, BuyerOffice",String,8000,,,Active,,,,"RESI , RLSE , RINC , LAND , MOBI , FARM , COMS , COML , BUSO",OM,URL de Despacho de Comprador,URL du site Web du bureau du courtier ou agent de l’acheteur,11/9/2011,6/17/2021,,,72,248,344,https://dd.reso.org/DD2.0/Property/BuyerOfficeURL/,2026-05-04T15:53:13Z
Property,BuyerTeam,BuyerTeam,Buyer Team,"Listing, AgentOffice, BuyerTeam",Resource,,,,Active,,,,,OM,,,1/15/2022,2/10/2022,1.7.0,Teams,,,,https://dd.reso.org/DD2.0/Property/BuyerTeam/,2026-05-04T15:53:13Z
Property,BuyerTeamKey,BuyerTeamKey,Buyer Team Key,"Listing, AgentOffice, Team",String,255,,,Active,,,,"RESI , RLSE , RINC , LAND , MOBI , FARM , COMS , COML , BUSO",OM,Clave de Equipo Comprador,Clé de l’équipe du courtier ou agent de l’acheteur,7/21/2015,6/17/2021,1.4.0,,3,9,344,https://dd.reso.org/DD2.0/Property/BuyerTeamKey/,2026-05-04T15:53:13Z
Property,BuyerTeamName,BuyerTeamName,Buyer Team Name,"Listing, AgentOffice, Team",String,50,,,Active,,,,"RESI , RLSE , RINC , LAND , MOBI , FARM , COMS , COML , BUSO",OM,Nombre de Equipo Comprador,Nom de l’équipe du courtier ou agent de l’acheteur,12/26/2018,6/17/2021,1.4.0,,6,22,344,https://dd.reso.org/DD2.0/Property/BuyerTeamName/,2026-05-04T15:53:13Z
Property,CableTvExpense,CableTvExpense,Cable TV Expense,Financial,Number,14,2,,Active,,,,RINC,,Gasto de TV por Cable,Dépenses en télévision par câble,11/9/2011,6/17/2021,,,4,13,344,https://dd.reso.org/DD2.0/Property/CableTvExpense/,2026-05-04T15:53:13Z
Property,CancellationDate,CancellationDate,Cancellation Date,"Listing, Dates",Date,10,,,Active,,,,"RESI , RLSE , RINC , LAND , MOBI , FARM , COMS , COML , BUSO",,Fecha de Cancelación,Date d’annulation,12/26/2018,6/17/2021,,,23,78,344,https://dd.reso.org/DD2.0/Property/CancellationDate/,2026-05-04T15:53:13Z
Property,CapRate,CapRate,Cap Rate,Financial,Number,5,2,CapitalizationRate,Active,,,,"RINC , COMS , COML",,Tasa Máxima,Taux de capitalisation,12/26/2018,6/17/2021,,,32,109,344,https://dd.reso.org/DD2.0/Property/CapRate/,2026-05-04T15:53:13Z
Property,CarportSpaces,CarportSpaces,Carport Spaces,Structure,Number,14,2,,Active,"Premises Enclosure = ""Non enclosed""Spatial Unit Type = ""Parking space""Quantity = [value]",,,"RESI , RLSE , RINC , MOBI , FARM",IDX,Espacios de Garaje,Abris d’auto,12/26/2018,6/17/2021,,,48,166,344,https://dd.reso.org/DD2.0/Property/CarportSpaces/,2026-05-04T15:53:13Z
Property,CarportYN,CarportYN,Carport Yes/No,Structure,Boolean,,,,Active,,,,"RESI , RLSE , RINC , MOBI , FARM",,Garaje SN,Abris d’auto O/N,12/26/2018,6/17/2021,,,68,234,344,https://dd.reso.org/DD2.0/Property/CarportYN/,2026-05-04T15:53:13Z
Property,CarrierRoute,CarrierRoute,Carrier Route,"Location, Address",String,9,,"RR, CR",Active,,,,"RESI , RLSE , RINC , LAND , MOBI , FARM , COMS , COML , BUSO",OM,Ruta Transportista,Itinéraire de transport,11/9/2011,6/17/2021,,,1,3,344,https://dd.reso.org/DD2.0/Property/CarrierRoute/,2026-05-04T15:53:13Z
Property,City,City,City,"Location, Address","String List, Single",50,,,Active,City = [value],City,Open,"RESI , RLSE , RINC , LAND , MOBI , FARM , COMS , COML , BUSO","IDX , OM",Ciudad,Ville,12/26/2018,8/25/2023,,,98,338,344,https://dd.reso.org/DD2.0/Property/City/,2026-05-04T15:53:13Z
Property,CityRegion,CityRegion,City Region,"Location, Area",String,150,,,Active,,,,"RESI , RLSE , RINC , LAND , MOBI , FARM , COMS , COML , BUSO",OM,Ciudad Región,Quartier de la ville,6/21/2016,6/17/2021,1.5.0,,7,23,344,https://dd.reso.org/DD2.0/Property/CityRegion/,2026-05-04T15:53:13Z
Property,CloseDate,CloseDate,Close Date,"Listing, Dates",Date,10,,"SoldDate, DateSold, COE, COEDate, DateLeased, DateRented, DateLeaseBegins, EffectiveLeaseDate",Active,,,,"RESI , RLSE , RINC , LAND , MOBI , FARM , COMS , COML , BUSO",IDX,Fecha de Cierre,Date de clôture,12/26/2018,8/25/2023,,,87,299,344,https://dd.reso.org/DD2.0/Property/CloseDate/,2026-05-04T15:53:13Z
Property,ClosePrice,ClosePrice,Close Price,"Listing, Price",Number,14,2,"SellingPrice, SoldPrice, SalePrice, PriceSold, LeasePrice, RentalPrice, PurchasePrice",Active,,,,"RESI , RLSE , RINC , LAND , MOBI , FARM , COMS , COML , BUSO",IDX,Precio de Cierre,Prix de clôture,12/26/2018,6/17/2021,,,83,286,344,https://dd.reso.org/DD2.0/Property/ClosePrice/,2026-05-04T15:53:13Z
Property,CoBuyerAgent,CoBuyerAgent,Co-Buyer Agent,"Listing, AgentOffice, CoBuyerAgent",Resource,,,,Active,,,,,OM,,,1/9/2022,2/10/2022,1.7.0,Member,,,,https://dd.reso.org/DD2.0/Property/CoBuyerAgent/,2026-05-04T15:53:14Z
Property,CoBuyerAgentAOR,CoBuyerAgentAOR,Co-Buyer Agent AOR,"Listing, AgentOffice, CoBuyerAgent","String List, Single",50,,CoBuyerMemberAOR,Active,,AOR,Open,"RESI , RLSE , RINC , LAND , MOBI , FARM , COMS , COML , BUSO",OM,Agente Co-Comprandor de AOR,Chambre/association immobilière du courtier ou agent associé de l’acheteur,8/9/2017,6/17/2021,,,17,58,344,https://dd.reso.org/DD2.0/Property/CoBuyerAgentAOR/,2026-05-04T15:53:14Z
Property,CoBuyerAgentDesignation,CoBuyerAgentDesignation,Co-Buyer Agent Designation,"Listing, AgentOffice, CoBuyerAgent","String List, Multi",50,,CoBuyerMemberDesignation,Active,,CoBuyerAgentDesignation,Open with Enumerations,"RESI , RLSE , RINC , LAND , MOBI , FARM , COMS , COML , BUSO",,Denominación de Agente Co-Comprador,Titre du courtier ou agent associé de l’acheteur,8/9/2017,3/27/2026,,,29,99,344,https://dd.reso.org/DD2.0/Property/CoBuyerAgentDesignation/,2026-05-04T15:53:14Z
Property,CoBuyerAgentDirectPhone,CoBuyerAgentDirectPhone,Co-Buyer Agent Direct Phone,"Listing, AgentOffice, CoBuyerAgent",String,16,,CoBuyerMemberDirectPhone,Active,,,,"RESI , RLSE , RINC , LAND , MOBI , FARM , COMS , COML , BUSO",OM,Teléfono Directo de Agente Co-Comprador,Numéro de téléphone direct du courtier ou agent associé de l’acheteur,8/9/2017,6/17/2021,,,44,150,344,https://dd.reso.org/DD2.0/Property/CoBuyerAgentDirectPhone/,2026-05-04T15:53:14Z
